b,1663795802675,-77.90157967318011,37.7918560208952
a,1663795802675,-77.99390410965701,37.85517946583766
b,1663795862675,-77.91608505953265,37.79999481563563
a,1663795862675,-77.98298562531383,37.84496067728513
b,1663795922675,-77.92861634005023,37.806708646276064
a,1663795922675,-77.97397340302379,37.836759053375935
b,1663795982675,-77.94037514437152,37.81389651562376
a,1663795982675,-77.96397858370257,37.828337948614255
a,1663796042675,-77.95393639315081,37.82182948351288
b,1663796042675,-77.95393639315081,37.82182948351288
a,1663796102675,-77.94037514437152,37.81389651562376
b,1663796102675,-77.96397858370257,37.828337948614255
a,1663796162675,-77.92861634005023,37.806708646276064
b,1663796162675,-77.97397340302379,37.836759053375935
a,1663796222675,-77.91608505953265,37.79999481563563
b,1663796222675,-77.98298562531383,37.84496067728513
a,1663796282675,-77.90157967318011,37.7918560208952
b,1663796282675,-77.99390410965701,37.85517946583766
a,1663796342675,-77.88956337679339,37.781884775442904
b,1663796342675,-78.00437903111924,37.863314104097604
a,1663796402675,-77.87883454073382,37.772794168668476
b,1663796402675,-78.01751112645616,37.872800086051654
a,1663796462675,-77.86904984224749,37.76404170760199
b,1663796462675,-78.02660917943467,37.8799815171509
a,1663796522675,-77.8607896480213,37.75860105839779
b,1663796522675,-78.03585509456796,37.887956334261126
a,1663796582675,-77.84681652486022,37.749371857119485
b,1663796582675,-78.04495314754648,37.8965586480563
a,1663796642675,-77.83557270466979,37.741023867507295
b,1663796642675,-78.05353621639414,37.9033991406659
a,1663796702675,-77.82690588711097,37.73186200265488
b,1663796702675,-78.06126097835703,37.908546022833235
a,1663796762675,-77.8187519717057,37.72364781763261
b,1663796762675,-78.07061652340097,37.91430197771912
a,1663796822675,-77.80819479702308,37.71760539755838
b,1663796822675,-78.07937125362558,37.92127623719838
a,1663796882675,-77.79592100857093,37.71359947663098
b,1663796882675,-78.08808380541959,37.92886030998478
a,1663796942675,-77.779184024318,37.709389631421296
b,1663796942675,-78.10001427111783,37.935968578042726
a,1663797002675,-77.76339117763831,37.704907920487216
b,1663797002675,-78.11203056750455,37.94124856079734
a,1663797062675,-77.74725500820472,37.70001847220145
b,1663797062675,-78.12360230375064,37.946189739495345
a,1663797122675,-77.72797902462545,37.69704168643418
b,1663797122675,-78.13579026151432,37.95113058593326
a,1663797182675,-77.711327871061,37.694257161353974
b,1663797182675,-78.14780655790103,37.95424382536054
a,1663797242675,-77.69527753231588,37.69045373862615
b,1663797242675,-78.16098296248234,37.95745954404546
a,1663797302675,-77.67939885494772,37.68698973748114
b,1663797302675,-78.17317092024601,37.96064018705999
a,1663797362675,-77.66869451360385,37.682896772437594
b,1663797362675,-78.18407141768253,37.96470038223015
a,1663797422675,-77.65264417485874,37.6733863932906
b,1663797422675,-78.19497191511905,37.96916633762605
a,1663797482675,-77.63942624883335,37.66611692445815
b,1663797482675,-78.2054432591132,37.97322606134884
a,1663797542675,-77.62904073552768,37.662244112983956
b,1663797542675,-78.21454131209171,37.977014934264766
a,1663797602675,-77.61788274602573,37.65891469248694
b,1663797602675,-78.22466933333195,37.98154779309415
a,1663797662675,-77.60668138190124,37.65573746894125
b,1663797662675,-78.23342406355655,37.98513328906005
a,1663797722675,-77.59895661993835,37.65247571145259
b,1663797722675,-78.2427796086005,37.98905683859096
a,1663797782675,-77.59225995761072,37.64616212828535
b,1663797782675,-78.25204932295597,37.992912536289296
a,1663797842675,-77.58172006198909,37.63882202617993
b,1663797842675,-78.26286398970402,37.99446828674798
a,1663797902675,-77.56747216770198,37.6305975318267
b,1663797902675,-78.2742794712714,37.995618168053184
a,1663797962675,-77.55586659871487,37.62475751964244
b,1663797962675,-78.2863815983466,37.99670039281426
a,1663798022675,-77.54462277852444,37.61952286529641
b,1663798022675,-78.29616629683292,37.996835669786606
a,1663798082675,-77.5383079279804,37.6126174821329
b,1663798082675,-78.3072384556464,37.99649747688791
a,1663798142675,-77.52972485913274,37.60738197304043
b,1663798142675,-78.31753813826359,37.99629456040018
a,1663798202675,-77.51839520825384,37.60561405556863
b,1663798202675,-78.32706534468448,37.99656511559241
a,1663798262675,-77.50723721875188,37.60479807948633
b,1663798262675,-78.33685004317081,37.997106222982794
a,1663798322675,-77.50311734570501,37.60411809258032
b,1663798322675,-78.34534728132999,37.99866188449261
a,1663798382675,-77.49925496472356,37.59949401677886
b,1663798382675,-78.35487448775089,38.00238181082313
a,1663798442675,-77.49195935620305,37.59718187110019
b,1663798442675,-78.36354338728702,38.00589865853989
a,1663798502675,-77.48485981073937,37.59538437303555
b,1663798502675,-78.37264144026554,38.00934771072361
a,1663798562675,-77.478851662546,37.5886513770366
b,1663798562675,-78.38495420200954,38.01296542079652
a,1663798622675,-77.47078357782921,37.58549450718
b,1663798622675,-78.39585469944606,38.01580555470602
a,1663798682675,-77.46880947199425,37.579440835126896
b,1663798682675,-78.40589688999782,38.018104630123695
a,1663798742675,-77.4616855248507,37.57467917419776
b,1663798742675,-78.41396497471462,38.0199979321968
a,1663798802675,-77.45473323908409,37.571277801396086
b,1663798802675,-78.42229055149684,38.02135026087347
a,1663798862675,-77.4536174401339,37.566719718288795
b,1663798862675,-78.4305302975906,38.020944564890854
a,1663798922675,-77.45423435089735,37.56259774829838
b,1663798922675,-78.43629435512831,38.024673917561614
a,1663798982675,-77.45217441437391,37.55878758238597
b,1663798982675,-78.44067172024062,38.029001005334344
a,1663799042675,-77.44513629791884,37.55334415022994
b,1663799042675,-78.44504908535292,38.03136727336228
a,1663799102675,-77.43689655182509,37.55048618917305
b,1663799102675,-78.45131472561171,38.03380106930634
a,1663799162675,-77.42968677399305,37.54647124924816
b,1663799162675,-78.45843867275526,38.03454471304859
a,1663799222675,-77.42668269989638,37.54075469047324
b,1663799222675,-78.46358851406386,38.03643759032335
a,1663799282675,-77.42960094330458,37.53605861785628
b,1663799282675,-78.4671075722914,38.039006416948396
a,1663799342675,-77.4299609261366,37.532442090296044
b,1663799342675,-78.4696824929457,38.03920921521279
